NM_001001398	ENSDARG00000009351	ENSDART00000016591
NM_001134684	ENSDARG00000100143	ENSDART00000166440
NM_001134685	ENSDARG00000070339	ENSDART00000154825
NM_001134725	ENSDARG00000104094	ENSDART00000164610
NM_001134868	ENSDARG00000089525	ENSDART00000150446
NM_001135042	ENSDARG00000003290	ENSDART00000167202
NM_001135043	ENSDARG00000017446	ENSDART00000014964
NM_001135096	ENSDARG00000070668	ENSDART00000183229
NM_001135096	ENSDARG00000115309	ENSDART00000191723
NM_001135103	ENSDARG00000098955	ENSDART00000171244
NM_001135104	ENSDARG00000062338	ENSDART00000189994
NM_001135104	ENSDARG00000111349	ENSDART00000189368
NM_001135104	ENSDARG00000115964	ENSDART00000185700
NM_001135108	ENSDARG00000102987	ENSDART00000172324
NM_001135121	ENSDARG00000034093	ENSDART00000191004
NM_001135129	ENSDARG00000070394	ENSDART00000103240
NM_001135130	ENSDARG00000005374	ENSDART00000174289
NM_001135131	ENSDARG00000055253	ENSDART00000042955
NM_001135132	ENSDARG00000024619	ENSDART00000131134
NM_001135133	ENSDARG00000056525	ENSDART00000128965
NM_001135134	ENSDARG00000052919	ENSDART00000125314
NM_001135135	ENSDARG00000074796	ENSDART00000065643
NM_001135136	ENSDARG00000076850	ENSDART00000113196
NM_001135142	ENSDARG00000078250	ENSDART00000110377
NM_001135143	ENSDARG00000074906	ENSDART00000122253
NM_001135145	ENSDARG00000075203	ENSDART00000128881
NM_001135257	ENSDARG00000061936	ENSDART00000111555
NM_001135257	ENSDARG00000116317	ENSDART00000189774
NM_001135552	ENSDARG00000071657	ENSDART00000106118
NM_001135573	ENSDARG00000045797	ENSDART00000155927
NM_001135579	ENSDARG00000089204	ENSDART00000161738
NM_001135579	ENSDARG00000113880	ENSDART00000183656
NM_001135631	ENSDARG00000007788	ENSDART00000104353
NM_001135682	ENSDARG00000091027	ENSDART00000127523
NM_001135683	ENSDARG00000007371	ENSDART00000040424
NM_001135684	ENSDARG00000105691	ENSDART00000168628
NM_001135783	ENSDARG00000045909	ENSDART00000067482
NM_001135784	ENSDARG00000104735	ENSDART00000163847
NM_001135790	ENSDARG00000098237	ENSDART00000167748
NM_001135791	ENSDARG00000079144	ENSDART00000114318
NM_001135971	ENSDARG00000077652	ENSDART00000152432
NM_001135972	ENSDARG00000092873	ENSDART00000147112
NM_001135973	ENSDARG00000104301	ENSDART00000167780
NM_001135974	ENSDARG00000091860	ENSDART00000180320
NM_001135975	ENSDARG00000052642	ENSDART00000074537
NM_001135976	ENSDARG00000038918	ENSDART00000056810
NM_001135977	ENSDARG00000077637	ENSDART00000113724
NM_001135978	ENSDARG00000075614	ENSDART00000147858
NM_001135979	ENSDARG00000074771	ENSDART00000114506
NM_001135980	ENSDARG00000078423	ENSDART00000110429
NM_001135981	ENSDARG00000074696	ENSDART00000112317
NM_001135982	ENSDARG00000103164	ENSDART00000167481
NM_001135983	ENSDARG00000079697	ENSDART00000114950
NM_001135984	ENSDARG00000074264	ENSDART00000112826
NM_001135984	ENSDARG00000109974	ENSDART00000182487
NM_001135985	ENSDARG00000074950	ENSDART00000115158
NM_001135986	ENSDARG00000092889	ENSDART00000136306
NM_001135986	ENSDARG00000109551	ENSDART00000189218
NM_001135986	ENSDARG00000112309	ENSDART00000184169
NM_001135988	ENSDARG00000039687	ENSDART00000082245
NM_001135989	ENSDARG00000090160	ENSDART00000157941
NM_001136185	ENSDARG00000075984	ENSDART00000109889
NM_001136242	ENSDARG00000033042	ENSDART00000149991
NM_001136243	ENSDARG00000060813	ENSDART00000086094
NM_001136247	ENSDARG00000105803	ENSDART00000077822
NM_001136248	ENSDARG00000035632	ENSDART00000051668
NM_001136249	ENSDARG00000079686	ENSDART00000130311
NM_001136250	ENSDARG00000077783	ENSDART00000155808
NM_001136252	ENSDARG00000104367	ENSDART00000165375
NM_001136253	ENSDARG00000069311	ENSDART00000168618
NM_001136253	ENSDARG00000111510	ENSDART00000183185
NM_001136254	ENSDARG00000101040	ENSDART00000165392
NM_001136254	ENSDARG00000114463	ENSDART00000184189
NM_001136255	ENSDARG00000070453	ENSDART00000103405
NM_001136477	ENSDARG00000079478	ENSDART00000138921
NM_001136488	ENSDARG00000056695	ENSDART00000054362
NM_001136488	ENSDARG00000110253	ENSDART00000190239
NM_001136492	ENSDARG00000035958	ENSDART00000144750
NM_001136523	ENSDARG00000114031	ENSDART00000168100
NM_001136523	ENSDARG00000116413	ENSDART00000189555
NM_001137555	ENSDARG00000043342	ENSDART00000063625
NM_001137657	ENSDARG00000076856	ENSDART00000128292
NM_001137658	ENSDARG00000062402	ENSDART00000090217
NM_001137659	ENSDARG00000074677	ENSDART00000142154
NM_001137659	ENSDARG00000111196	ENSDART00000186792
NM_001137659	ENSDARG00000114207	ENSDART00000193124
NM_001137660	ENSDARG00000037889	ENSDART00000055225
NM_001137661	ENSDARG00000102626	ENSDART00000171808
NM_001137662	ENSDARG00000002600	ENSDART00000014668
NM_001137665	ENSDARG00000060853	ENSDART00000086176
NM_001137666	ENSDARG00000101043	ENSDART00000176547
NM_001139438	ENSDARG00000061201	ENSDART00000163931
NM_001139458	ENSDARG00000041644	ENSDART00000061037
NM_001139461	ENSDARG00000053831	ENSDART00000075935
NM_001139462	ENSDARG00000004405	ENSDART00000108627
NM_001139464	ENSDARG00000056744	ENSDART00000136765
NM_001139464	ENSDARG00000111667	ENSDART00000159994
NM_001139479	ENSDARG00000056314	ENSDART00000078734
NM_001139480	ENSDARG00000068401	ENSDART00000098914
NM_001139480	ENSDARG00000112952	ENSDART00000188193
NM_001139481	ENSDARG00000079079	ENSDART00000113214
NM_001142263	ENSDARG00000021895	ENSDART00000148922
NM_001142264	ENSDARG00000054414	ENSDART00000076596
NM_001142265	ENSDARG00000077710	ENSDART00000113171
NM_001142266	ENSDARG00000019451	ENSDART00000169931
NM_001142267	ENSDARG00000102945	ENSDART00000166151
NM_001142268	ENSDARG00000077557	ENSDART00000080624
NM_001142374	ENSDARG00000077403	ENSDART00000102981
NM_001142374	ENSDARG00000111174	ENSDART00000185526
NM_001142375	ENSDARG00000060729	ENSDART00000085888
NM_001142375	ENSDARG00000115043	ENSDART00000192835
NM_001142376	ENSDARG00000100119	ENSDART00000164469
NM_001142543	ENSDARG00000099572	ENSDART00000169022
NM_001142563	ENSDARG00000025859	ENSDART00000030738
NM_001142563	ENSDARG00000115591	ENSDART00000183651
NM_001142566	ENSDARG00000077691	ENSDART00000191195
NM_001142582	ENSDARG00000104853	ENSDART00000162886
NM_001142583	ENSDARG00000099195	ENSDART00000169337
NM_001142584	ENSDARG00000037553	ENSDART00000143382
NM_001142585	ENSDARG00000077985	ENSDART00000113344
NM_001142586	ENSDARG00000088686	ENSDART00000172847
NM_001142592	ENSDARG00000043970	ENSDART00000126427
NM_001142672	ENSDARG00000011948	ENSDART00000008302
NM_001142774	ENSDARG00000019541	ENSDART00000132572
NM_001142925	ENSDARG00000105201	ENSDART00000158847
NM_001142926	ENSDARG00000105201	ENSDART00000160900
NM_001142954	ENSDARG00000037980	ENSDART00000140569
NM_001142954	ENSDARG00000111080	ENSDART00000190473
NM_001142955	ENSDARG00000101619	ENSDART00000160853
NM_001143684	ENSDARG00000100334	ENSDART00000163836
NM_001143751	ENSDARG00000063207	ENSDART00000092118
NM_001143752	ENSDARG00000031783	ENSDART00000134139
NM_001143753	ENSDARG00000079158	ENSDART00000115078
NM_001143754	ENSDARG00000098752	ENSDART00000165921
NM_001143840	ENSDARG00000058868	ENSDART00000158897
NM_001143901	ENSDARG00000101234	ENSDART00000165292
NM_001143904	ENSDARG00000076251	ENSDART00000110104
NM_001143918	ENSDARG00000056133	ENSDART00000044030
NM_001143918	ENSDARG00000113747	ENSDART00000184445
NM_001143920	ENSDARG00000077299	ENSDART00000076439
NM_001143933	ENSDARG00000042025	ENSDART00000061585
NM_001143977	ENSDARG00000042974	ENSDART00000171743
NM_001143977	ENSDARG00000110528	ENSDART00000063096
NM_001144040	ENSDARG00000101999	ENSDART00000171986
NM_001144041	ENSDARG00000094526	ENSDART00000164190
NM_001144042	ENSDARG00000041073	ENSDART00000060175
NM_001144042	ENSDARG00000111062	ENSDART00000185350
NM_001144043	ENSDARG00000061042	ENSDART00000086617
NM_001144045	ENSDARG00000006862	ENSDART00000026800
NM_001144046	ENSDARG00000098452	ENSDART00000160058
NM_001144047	ENSDARG00000062469	ENSDART00000147572
NM_001144048	ENSDARG00000022271	ENSDART00000036283
NM_001144049	ENSDARG00000033296	ENSDART00000049194
NM_001144052	ENSDARG00000053939	ENSDART00000076061
NM_001144053	ENSDARG00000070228	ENSDART00000151269
NM_001144054	ENSDARG00000018162	ENSDART00000016057
NM_001144055	ENSDARG00000070057	ENSDART00000146585
NM_001144056	ENSDARG00000069386	ENSDART00000165166
NM_001144131	ENSDARG00000025728	ENSDART00000034849
NM_001144782	ENSDARG00000004796	ENSDART00000078221
NM_001144784	ENSDARG00000011862	ENSDART00000027213
NM_001144785	ENSDARG00000061195	ENSDART00000087001
NM_001144786	ENSDARG00000092858	ENSDART00000131467
NM_001144787	ENSDARG00000075765	ENSDART00000132941
NM_001144789	ENSDARG00000074909	ENSDART00000145043
NM_001144790	ENSDARG00000068122	ENSDART00000145021
NM_001144791	ENSDARG00000042055	ENSDART00000061632
NM_001144792	ENSDARG00000058716	ENSDART00000081601
NM_001144793	ENSDARG00000101300	ENSDART00000158865
NM_001144794	ENSDARG00000058180	ENSDART00000148240
NM_001144795	ENSDARG00000052748	ENSDART00000105099
NM_001144795	ENSDARG00000117045	ENSDART00000159259
NM_001144796	ENSDARG00000040582	ENSDART00000059400
NM_001144797	ENSDARG00000090499	ENSDART00000128053
NM_001144798	ENSDARG00000061110	ENSDART00000086795
NM_001144798	ENSDARG00000116194	ENSDART00000183104
NM_001144799	ENSDARG00000011487	ENSDART00000013229
NM_001144800	ENSDARG00000000161	ENSDART00000062780
NM_001144802	ENSDARG00000007275	ENSDART00000139096
NM_001144803	ENSDARG00000011299	ENSDART00000108579
NM_001144804	ENSDARG00000004256	ENSDART00000013590
NM_001144804	ENSDARG00000115343	ENSDART00000181427
NM_001144806	ENSDARG00000074505	ENSDART00000108784
NM_001144808	ENSDARG00000088923	ENSDART00000114167
NM_001144809	ENSDARG00000079333	ENSDART00000109063
NM_001144810	ENSDARG00000061496	ENSDART00000087769
NM_001144811	ENSDARG00000039501	ENSDART00000073663
NM_001144812	ENSDARG00000074441	ENSDART00000143511
NM_001144813	ENSDARG00000070669	ENSDART00000146611
NM_001144814	ENSDARG00000062478	ENSDART00000184313
NM_001144815	ENSDARG00000009482	ENSDART00000100857
NM_001144818	ENSDARG00000076406	ENSDART00000113392
NM_001144819	ENSDARG00000055900	ENSDART00000078305
NM_001144820	ENSDARG00000101319	ENSDART00000168712
NM_001144821	ENSDARG00000091864	ENSDART00000141547
NM_001144979	ENSDARG00000003553	ENSDART00000006795
NM_001144979	ENSDARG00000113696	ENSDART00000182016
NM_001144980	ENSDARG00000100593	ENSDART00000168965
NM_001145089	ENSDARG00000025855	ENSDART00000036997
NM_001145090	ENSDARG00000078311	ENSDART00000113194
NM_001145091	ENSDARG00000086585	ENSDART00000127494
NM_001145236	ENSDARG00000078622	ENSDART00000113673
NM_001145237	ENSDARG00000075598	ENSDART00000121605
NM_001145238	ENSDARG00000091161	ENSDART00000130264
NM_001145239	ENSDARG00000074132	ENSDART00000109283
NM_001145240	ENSDARG00000090416	ENSDART00000127579
NM_001145241	ENSDARG00000091215	ENSDART00000131072
NM_001145242	ENSDARG00000102211	ENSDART00000161455
NM_001145243	ENSDARG00000074476	ENSDART00000137646
NM_001145244	ENSDARG00000093124	ENSDART00000164095
NM_001145245	ENSDARG00000087178	ENSDART00000129813
NM_001145246	ENSDARG00000054968	ENSDART00000137358
NM_001145359	ENSDARG00000059908	ENSDART00000083836
NM_001145361	ENSDARG00000093003	ENSDART00000052907
NM_001145554	ENSDARG00000039082	ENSDART00000140875
NM_001145555	ENSDARG00000013763	ENSDART00000133073
NM_001145556	ENSDARG00000092730	ENSDART00000132089
NM_001145557	ENSDARG00000005578	ENSDART00000010449
NM_001145559	ENSDARG00000093997	ENSDART00000134635
NM_001145561	ENSDARG00000069249	ENSDART00000132727
NM_001145562	ENSDARG00000079056	ENSDART00000110509
NM_001145563	ENSDARG00000052520	ENSDART00000141476
NM_001145564	ENSDARG00000026548	ENSDART00000048281
NM_001145565	ENSDARG00000069415	ENSDART00000142957
NM_001145567	ENSDARG00000059841	ENSDART00000083633
NM_001145568	ENSDARG00000032795	ENSDART00000138726
NM_001145570	ENSDARG00000079980	ENSDART00000136063
NM_001145571	ENSDARG00000061070	ENSDART00000086711
NM_001145572	ENSDARG00000024827	ENSDART00000035713
NM_001145573	ENSDARG00000011222	ENSDART00000135200
NM_001145575	ENSDARG00000017254	ENSDART00000171056
NM_001145576	ENSDARG00000033380	ENSDART00000041191
NM_001145577	ENSDARG00000074275	ENSDART00000132379
NM_001145579	ENSDARG00000074624	ENSDART00000142622
NM_001145579	ENSDARG00000114808	ENSDART00000184500
NM_001145580	ENSDARG00000018721	ENSDART00000018469
NM_001145581	ENSDARG00000005544	ENSDART00000014970
NM_001145582	ENSDARG00000069970	ENSDART00000102279
NM_001145582	ENSDARG00000109495	ENSDART00000182225
NM_001145583	ENSDARG00000069278	ENSDART00000085989
NM_001145584	ENSDARG00000062330	ENSDART00000134725
NM_001145584	ENSDARG00000116929	ENSDART00000187420
NM_001145585	ENSDARG00000004634	ENSDART00000141530
NM_001145586	ENSDARG00000036546	ENSDART00000142560
NM_001145587	ENSDARG00000091212	ENSDART00000135383
NM_001145588	ENSDARG00000077845	ENSDART00000137377
NM_001145589	ENSDARG00000069269	ENSDART00000100663
NM_001145590	ENSDARG00000077614	ENSDART00000141057
NM_001145591	ENSDARG00000076903	ENSDART00000132820
NM_001145592	ENSDARG00000094433	ENSDART00000134949
NM_001145593	ENSDARG00000093237	ENSDART00000148251
NM_001145594	ENSDARG00000059843	ENSDART00000083641
NM_001145595	ENSDARG00000060500	ENSDART00000085298
NM_001145596	ENSDARG00000078789	ENSDART00000111566
NM_001145596	ENSDARG00000111570	ENSDART00000181812
NM_001145597	ENSDARG00000018107	ENSDART00000023757
NM_001145598	ENSDARG00000017193	ENSDART00000010236
NM_001145599	ENSDARG00000074759	ENSDART00000133057
NM_001145599	ENSDARG00000114899	ENSDART00000109579
NM_001145600	ENSDARG00000079840	ENSDART00000143200
NM_001145601	ENSDARG00000061525	ENSDART00000142745
NM_001145602	ENSDARG00000040048	ENSDART00000189756
NM_001145603	ENSDARG00000074059	ENSDART00000105496
NM_001145604	ENSDARG00000040245	ENSDART00000058876
NM_001145605	ENSDARG00000011042	ENSDART00000028285
NM_001145606	ENSDARG00000074597	ENSDART00000146795
NM_001145606	ENSDARG00000113794	ENSDART00000193736
NM_001145607	ENSDARG00000078887	ENSDART00000108543
NM_001145608	ENSDARG00000051993	ENSDART00000073717
NM_001145609	ENSDARG00000092459	ENSDART00000145895
NM_001145610	ENSDARG00000078659	ENSDART00000097500
NM_001145611	ENSDARG00000093954	ENSDART00000141145
NM_001145612	ENSDARG00000089799	ENSDART00000147610
NM_001145614	ENSDARG00000056376	ENSDART00000103236
NM_001145615	ENSDARG00000062164	ENSDART00000089528
NM_001145615	ENSDARG00000110632	ENSDART00000183959
NM_001145616	ENSDARG00000017853	ENSDART00000008603
NM_001145616	ENSDARG00000114415	ENSDART00000183466
NM_001145617	ENSDARG00000074588	ENSDART00000111477
NM_001145618	ENSDARG00000077648	ENSDART00000138276
NM_001145619	ENSDARG00000092473	ENSDART00000146234
NM_001145620	ENSDARG00000093597	ENSDART00000146144
NM_001145621	ENSDARG00000092483	ENSDART00000143895
NM_001145622	ENSDARG00000076773	ENSDART00000114746
NM_001145623	ENSDARG00000029898	ENSDART00000134649
NM_001145624	ENSDARG00000075887	ENSDART00000141977
NM_001145625	ENSDARG00000078743	ENSDART00000109983
NM_001145626	ENSDARG00000092650	ENSDART00000147194
NM_001145627	ENSDARG00000070558	ENSDART00000147638
NM_001145628	ENSDARG00000040247	ENSDART00000058878
NM_001145629	ENSDARG00000077688	ENSDART00000109756
NM_001145630	ENSDARG00000057054	ENSDART00000102311
NM_001145631	ENSDARG00000074052	ENSDART00000113315
NM_001145632	ENSDARG00000074662	ENSDART00000147317
NM_001145633	ENSDARG00000038686	ENSDART00000137467
NM_001145681	ENSDARG00000039130	ENSDART00000057155
NM_001145684	ENSDARG00000039563	ENSDART00000129314
NM_001145686	ENSDARG00000054124	ENSDART00000156143
NM_001145686	ENSDARG00000109498	ENSDART00000042501
NM_001145687	ENSDARG00000039499	ENSDART00000132714
NM_001145688	ENSDARG00000052468	ENSDART00000074317
NM_001145690	ENSDARG00000028899	ENSDART00000049010
NM_001145693	ENSDARG00000063297	ENSDART00000179970
NM_001145694	ENSDARG00000002403	ENSDART00000003314
NM_001145700	ENSDARG00000060481	ENSDART00000111832
NM_001145701	ENSDARG00000079524	ENSDART00000110466
NM_001145702	ENSDARG00000075389	ENSDART00000138510
NM_001145703	ENSDARG00000075330	ENSDART00000141795
NM_001145704	ENSDARG00000075141	ENSDART00000114705
NM_001145705	ENSDARG00000040246	ENSDART00000058877
NM_001145706	ENSDARG00000076135	ENSDART00000136808
NM_001145707	ENSDARG00000069397	ENSDART00000056432
NM_001145707	ENSDARG00000112914	ENSDART00000188356
NM_001145708	ENSDARG00000068934	ENSDART00000131147
NM_001145708	ENSDARG00000113835	ENSDART00000182362
NM_001145709	ENSDARG00000092240	ENSDART00000145486
NM_001145763	ENSDARG00000037195	ENSDART00000054086
NM_001145764	ENSDARG00000004291	ENSDART00000142835
NM_001145764	ENSDARG00000109694	ENSDART00000181308
NM_001145764	ENSDARG00000114366	ENSDART00000179782
NM_001145765	ENSDARG00000060656	ENSDART00000085719
NM_001145766	ENSDARG00000057098	ENSDART00000079698
NM_001145766	ENSDARG00000113207	ENSDART00000190451
NM_001145767	ENSDARG00000061099	ENSDART00000127846
NM_001145767	ENSDARG00000109524	ENSDART00000183608
NM_001145768	ENSDARG00000015240	ENSDART00000127502
NM_001145782	ENSDARG00000031678	ENSDART00000144744
NM_001145786	ENSDARG00000057648	ENSDART00000146965
NM_001145787	ENSDARG00000034093	ENSDART00000078206
NM_001145788	ENSDARG00000034093	ENSDART00000043855
NM_001145789	ENSDARG00000034093	ENSDART00000045111
NM_001145814	ENSDARG00000089885	ENSDART00000138174
NM_001145892	ENSDARG00000019060	ENSDART00000126678
NM_001145893	ENSDARG00000019060	ENSDART00000133478
NM_001145894	ENSDARG00000019060	ENSDART00000147375
NM_001145932	ENSDARG00000014674	ENSDART00000074968
NM_001145996	ENSDARG00000102742	ENSDART00000159412
NM_001146014	ENSDARG00000074319	ENSDART00000111842
NM_001146014	ENSDARG00000111696	ENSDART00000191974
NM_001146097	ENSDARG00000060633	ENSDART00000085645
NM_001146098	ENSDARG00000089889	ENSDART00000127681
NM_001146149	ENSDARG00000070818	ENSDART00000129992
NM_001146150	ENSDARG00000029457	ENSDART00000105895
NM_001146272	ENSDARG00000056230	ENSDART00000078695
NM_001146305	ENSDARG00000059950	ENSDART00000083929
NM_001146306	ENSDARG00000078417	ENSDART00000133533
NM_001159283	ENSDARG00000103591	ENSDART00000162381
NM_001159314	ENSDARG00000053468	ENSDART00000162705
NM_001159372	ENSDARG00000024785	ENSDART00000101306
NM_001159512	ENSDARG00000100969	ENSDART00000164596
NM_001159528	ENSDARG00000023298	ENSDART00000031173
NM_001159541	ENSDARG00000036084	ENSDART00000052387
NM_001159541	ENSDARG00000115958	ENSDART00000183278
NM_001159584	ENSDARG00000003523	ENSDART00000003040
NM_001159585	ENSDARG00000013789	ENSDART00000023483
NM_001159586	ENSDARG00000037964	ENSDART00000055329
NM_001159639	ENSDARG00000071029	ENSDART00000080625
NM_001159661	ENSDARG00000054224	ENSDART00000145325
NM_001159664	ENSDARG00000101826	ENSDART00000166162
NM_001159665	ENSDARG00000074034	ENSDART00000133676
NM_001159666	ENSDARG00000077002	ENSDART00000113418
NM_001159666	ENSDARG00000115203	ENSDART00000188081
NM_001159667	ENSDARG00000040001	ENSDART00000132248
NM_001159668	ENSDARG00000102294	ENSDART00000159688
NM_001159669	ENSDARG00000070809	ENSDART00000155126
NM_001159670	ENSDARG00000090632	ENSDART00000126348
NM_001159763	ENSDARG00000098861	ENSDART00000159561
NM_001159768	ENSDARG00000053136	ENSDART00000075127
NM_001159819	ENSDARG00000053858	ENSDART00000075975
NM_001159820	ENSDARG00000014963	ENSDART00000018532
NM_001159821	ENSDARG00000101085	ENSDART00000167841
NM_001159822	ENSDARG00000043241	ENSDART00000123839
NM_001159823	ENSDARG00000099560	ENSDART00000161101
NM_001159824	ENSDARG00000043360	ENSDART00000063644
NM_001159825	ENSDARG00000058349	ENSDART00000081212
NM_001159825	ENSDARG00000113402	ENSDART00000182835
NM_001159826	ENSDARG00000056791	ENSDART00000169124
NM_001159828	ENSDARG00000075532	ENSDART00000113089
NM_001159828	ENSDARG00000115789	ENSDART00000174500
NM_001159829	ENSDARG00000076899	ENSDART00000154979
NM_001159830	ENSDARG00000078226	ENSDART00000138733
NM_001159831	ENSDARG00000033138	ENSDART00000041192
NM_001159832	ENSDARG00000078179	ENSDART00000089108
NM_001159833	ENSDARG00000091658	ENSDART00000155579
NM_001159834	ENSDARG00000071670	ENSDART00000106141
